"lfc.LB"	"lfc.high_pCA"	"lfc.low_pCA"	"lfc.glucose"	"lfc.acetate"
"PP_1452"	0	0.0069957	0	0	0
"PP_2887"	0	0.012703	-0.014211	0	0
"PP_5224"	0.0024736	0	0	0	0
"PP_4446"	0	0	0	0.0018278	0
"PP_2418"	0	0	0	0.0015839	0
"PP_5102"	0	0.0009177	0	0	0
"rhlE-I"	0	0	0	0	0
"PP_5324"	0	0	0	0	0
"PP_2870"	0	0	0	0	0
"PP_4304"	0	0	0	0	0
"PP_3679"	0	0	0	0	0
"PP_3106"	0	0	0	0	0
"PP_3360"	0	0	0	0	0
"PP_2450"	0	0	0	0	0
"PP_4589"	0	0	0	0	0
"recX"	0	0	0	0	0
"PP_2129"	0	0	0	0	0
"PP_3466"	0	0	0	0	0
"PP_0508"	0	0	0	0	0
"PP_1004"	0	0	0	0	0
"PP_0629"	0	0	0	0	0
"PP_3482"	0	0	0	0	0
"ahpC"	0	0	0	0	0
"PP_3541"	0	0	0	0	0
"PP_3136"	0	0	0	0	0
"astE"	0	0	0	0	0
"PP_5126"	0	0	0	0	0
"PP_3906"	0	0	0	0	0
"PP_1057"	0	0	0	0	0
"PP_2159"	0	0	0	0	0
"PP_5481"	0	0	0	0	0
"lpd"	0	0	0	0	0
"PP_3326"	0	0	0	0	0
"PP_5249"	0	0	0	0	0
"spuE"	0	0	0	0	0
"yegE"	0	0	0	0	0
"PP_0331"	0	0	0	0	0
"dadA-I"	0	0	0	0	0
"PP_4197"	0	0	0	0	0
"PP_3543"	0	0	0	0	0
"PP_4166"	0	0	0	0	0
"PP_4081"	0	0	0	0	0
"PP_0683"	0	0	0	0	0
"PP_4858"	0	0	0	0	0
"PP_1211"	0	0	0	0	0
"PP_4973"	0	0	0	0	0
"PP_5738"	0	0	0	0	0
"ybhN"	0	0	0	0	0
"PP_3841"	0	0	0	0	0
"PP_4585"	0	0	0	0	0
"PP_1936"	0	0	0	0	0
"ureE"	0	0	0	0	0
"hrpA"	0	0	0	0	0
"PP_5715"	0	0	0	0	0
"PP_4077"	0	0	0	0	0
"PP_3735"	0	0	0	0	0
"PP_0329"	0	0	0	0	0
"pstS"	0	0	0	0	0
"PP_mr02"	0	0	0	0	0
"PP_0664"	0	0	0	0	0
"PP_5612"	0	0	0	0	0
"PP_0893"	0	0	0	0	0
"PP_1398"	0	0	0	0	0
"PP_0051"	0	0	0	0	0
"PP_3849"	0	0	0	0	0
"PP_2360"	0	0	0	0	0
"PP_3435"	0	0	0	0	0
"atoA"	0	0	0	0	0
"folD-I"	0	0	0	0	0
"putA"	0	0	0	0	0
"PP_1130"	0	0	0	0	0
"PP_1960"	0	0	0	0	0
"PP_3321"	0	0	0	0	0
"PP_4308"	0	0	0	0	0
"arcC"	0	0	0	0	0
"PP_3425"	0	0	0	0	0
"PP_0728"	0	0	0	0	0
"PP_5572"	0	0	0	0	0
"PP_2195"	0	0	0	0	0
"PP_4833"	0	0	0	0	0
"PP_4432"	0	0	0	0	0
"PP_5641"	0	0	0	0	0
"PP_1792"	0	0	0	0	0
"PP_0301"	0	0	0	0	0
"aroP-II"	0	0	0	0	0
"PP_1416"	0	0	0	0	0
"PP_0818"	0	0	0	0	0
"PP_1199"	0	0	0	0	0
"PP_0092"	0	0	0	0	0
"ygaU"	0	0	0	0	0
"PP_5244"	0	0	0	0	0
"PP_3573"	0	0	0	0	0
"puuB"	0	0	0	0	0
"rbbA"	0	0	0	0	0
"PP_2495"	0	0	0	0	0
"PP_3124"	0	0	0	0	0
"PP_4396"	0	0	0	0	0
"PP_0361"	0	0	0	0	0
"rimK"	0	0	0	0	0
"oguA"	0	0	0	0	0
"PP_1274"	0	0	0	0	0
"gabP-I"	0	0	0	0	0
"arcD-I"	0	0	0	0	0
"PP_0531"	0	0	0	0	0
"pvdS"	0	0	0	0	0
"paaC"	0	0	0	0	0
"norR"	0	0	0	0	0
"PP_5408"	0	0	0	0	0
"PP_5348"	0	0	0	0	0
"pfeS-I"	0	0	0	0	0
"PP_0064"	0	0	0	0	0
"PP_1142"	0	0	0	0	0
"PP_1814"	0	0	0	0	0
"ccmG"	0	0	0	0	0
"PP_4412"	0	0	0	0	0
"PP_1396"	0	0	0	0	0
"PP_5743"	0	0	0	0	0
"PP_5586"	0	0	0	0	0
"PP_2175"	0	0	0	0	0
"PP_5238"	0	0	0	0	0
"ycaC-III"	0	0	0	0	0
"PP_2281"	0	0	0	0	0
"spuC-II"	0	0	0	0	0
"gudD"	0	0	0	0	0
"PP_4433"	0	0	0	0	0
"PP_4113"	0	0	0	0	0
"PP_3104"	0	0	0	0	0
"PP_5597"	0	0	0	0	0
"PP_3700"	0	0	0	0	0
"PP_0577"	0	0	0	0	0
"PP_3395"	0	0	0	0	0
"PP_4817"	0	0	0	0	0
"PP_t65"	0	0	0	0	0
"PP_2684"	0	0	0	0	0
"PP_3844"	0	0	0	0	0
"PP_4751"	0	0	0	0	0
"PP_3171"	0	0	0	0	0
"PP_4181"	0	0	0	0	0
"PP_1582"	0	0	0	0	0
"pilQ"	0	0	0	0	0
"spuC-I"	0	0	0	0	0
"purU-III"	0	0	0	0	0
"scpA"	0	0	0	0	0
"benE-II"	0	0	0	0	0
"PP_3418"	0	0	0	0	0
"PP_4663"	0	0	0	0	0
"gpI"	0	0	0	0	0
"PP_5240"	0	0	0	0	0
"PP_2170"	0	0	0	0	0
"PP_3175"	0	0	0	0	0
"PP_1952"	0	0	0	0	0
"moaB-II"	0	0	0	0	0
"PP_5532"	0	0	0	0	0
"PP_5689"	0	0	0	0	0
"PP_0994"	0	0	0	0	0
"PP_0172"	0	0	0	0	0
"PP_4044"	0	0	0	0	0
"ybgJ"	0	0	0	0	0
"PP_0729"	0	0	0	0	0
"PP_4133"	0	0	0	0	0
"PP_3025"	0	0	0	0	0
"PP_1886"	0	0	0	0	0
"PP_0770"	0	0	0	0	0
"cmoA"	0	0	0	0	0
"tnpC"	0	0	0	0	0
"PP_2586"	0	0	0	0	0
"PP_4336"	0	0	0	0	0
"PP_3908"	0	0	0	0	0
"PP_3086"	0	0	0	0	0
"PP_4335"	0	0	0	0	0
"sugE"	0	0	0	0	0
"PP_5740"	0	0	0	0	0
"PP_2293"	0	0	0	0	0
"PP_5435"	0	0	0	0	0
"PP_0028"	0	0	0	0	0
"PP_2729"	0	0	0	0	0
"cysU"	0	0	0	0	0
"PP_4797"	0	0	0	0	0
"PP_1276"	0	0	0	0	0
"PP_3960"	0	0	0	0	0
"PP_2141"	0	0	0	0	0
"PP_5390"	0	0	0	0	0
"puuE"	0	0	0	0	0
"tatA-I"	0	0	0	0	0
"PP_0805"	0	0	0	0	0
"PP_2296"	0	0	0	0	0
"PP_5545"	0	0	0	0	0
"PP_5669"	0	0	0	0	0
"PP_3035"	0	0	0	0	0
"PP_3237"	0	0	0	0	0
"PP_0330"	0	0	0	0	0
"PP_1567"	0	0	0	0	0
"oprP"	0	0	0	0	0
"ygdD"	0	0	0	0	0
"PP_5682"	0	0	0	0	0
"PP_3938"	0	0	0	0	0
"PP_3093"	0	0	0	0	0
"PP_0641"	0	0	0	0	0
"PP_2509"	0	0	0	0	0
"czcB-I"	0	0	0	0	0
"PP_1268"	0	0	0	0	0
"PP_5599"	0	0	0	0	0
"PP_3014"	0	0	0	0	0
"pqqD-I"	0	0	0	0	0
"PP_5450"	0	0	0	0	0
"PP_3880"	0	0	0	0	0
"PP_4853"	0	0	0	0	0
"PP_3897"	0	0	0	0	0
"PP_0054"	0	0	0	0	0
"PP_1163"	0	0	0	0	0
"dinB"	0	0	0	0	0
"PP_0645"	0	0	0	0	0
"PP_5745"	0	0	0	0	0
"PP_2292"	0	0	0	0	0
"PP_3177"	0	0	0	0	0
"PP_5633"	0	0	0	0	0
"PP_5595"	0	0	0	0	0
"PP_5620"	0	0	0	0	0
"PP_3963"	0	0	0	0	0
"PP_1683"	0	0	0	0	0
"PP_1754"	0	0	0	0	0
"PP_2497"	0	0	0	0	0
"PP_3117"	0	0	0	0	0
"PP_1843"	0	0	0	0	0
"benB"	0	0	0	0	0
"PP_3760"	0	0	0	0	0
"kefA"	0	0	0	0	0
"PP_1208"	0	0	0	0	0
"PP_2951"	0	0	0	0	0
"allA"	0	0	0	0	0
"PP_5616"	0	0	0	0	0
"PP_5060"	0	0	0	0	0
"PP_3694"	0	0	0	0	0
"fumC-II"	0	0	0	0	0
"PP_0086"	0	0	0	0	0
"rlpA"	0	0	0	0	0
"PP_3659"	0	0	0	0	0
"PP_5558"	0	0	0	0	0
"PP_3639"	0	0	0	0	0
"PP_0375"	0	0	0	0	0
"PP_5548"	0	0	0	0	0
"tusA-I"	0	0	0	0	0
"PP_3969"	0	0	0	0	0
"PP_3718"	0	0	0	0	0
"PP_0135"	0	0	0	0	0
"PP_5635"	0	0	0	0	0
"yoeB"	0	0	0	0	0
"PP_5448"	0	0	0	0	0
"PP_2061"	0	0	0	0	0
"PP_5744"	0	0	0	0	0
"PP_2731"	0	0	0	0	0
"PP_3935"	0	0	0	0	0
"PP_3966"	0	0	0	0	0
"PP_4692"	0	0	0	0	0
"aprDA"	0	0	0	0	0
"PP_0179"	0	0	0	0	0
"PP_5647"	0	0	0	0	0
"PP_3863"	0	0	0	0	0
"PP_5043"	0	0	0	0	0
"PP_3359"	0	0	0	0	0
"PP_3234"	0	0	0	0	0
"PP_5684"	0	0	0	0	0
"PP_3250"	0	0	0	0	0
"PP_1744"	0	0	0	0	0
"PP_3432"	0	0	0	0	0
"PP_1746"	0	0	0	0	0
"PP_3354"	0	0	0	0	0
"PP_0532"	0	0	0	0	0
"PP_2352"	0	0	0	0	0
"PP_3058"	0	0	0	0	0
"yadH"	0	0	0	0	0
"catA-II"	0	0	0	0	0
"moaD"	0	0	0	0	0
"PP_2660"	0	0	0	0	0
"mqo-III"	0	0	0	0	0
"PP_2386"	0	0	0	0	0
"PP_0042"	0	0	0	0	0
"PP_5492"	0	0	0	0	0
"PP_2002"	0	0	0	0	0
"PP_mr55"	0	0	0	0	0
"atsA"	0	0	0	0	0
"PP_3469"	0	0	0	0	0
"PP_0829"	0	0	0	0	0
"PP_5441"	0	0	0	0	0
"PP_5091"	0	0	0	0	0
"PP_2431"	0	0	0	0	0
"PP_5406"	0	0	0	0	0
"PP_2775"	0	0	0	0	0
"PP_3340"	0	0	0	0	0
"PP_2804"	0	0	0	0	0
"proY"	0	0	0	0	0
"PP_3611"	0	0	0	0	0
"PP_0396"	0	0	0	0	0
"PP_mr63"	0	0	0	0	0
"PP_2633"	0	0	0	0	0
"PP_5319"	0	0	0	0	0
"PP_4022"	0	0	0	0	0
"PP_2161"	0	0	0	0	0
"PP_1533"	0	0	0	0	0
"PP_3662"	0	0	0	0	0
"PP_2340"	0	0	0	0	0
"PP_2972"	0	0	0	0	0
"PP_5578"	0	0	0	0	0
"PP_3699"	0	0	0	0	0
"PP_3552"	0	0	0	0	0
"PP_0591"	0	0	0	0	0
"PP_3810"	0	0	0	0	0
"PP_3904"	0	0	0	0	0
"PP_3706"	0	0	0	0	0
"PP_2083"	0	0	0	0	0
"vanB"	0	0	0	0	0
"PP_1949"	0	0	0	0	0
"PP_3421"	0	0	0	0	0
"ampC"	0	0	0	0	0
"PP_2590"	0	0	0	0	0
"PP_4303"	0	0	0	0	0
"PP_4602"	0	0	0	0	0
"PP_2613"	0	0	0	0	0
"peaD"	0	0	0	0	0
"PP_5573"	0	0	0	0	0
"mdtB"	0	0	0	0	0
"PP_3148"	0	0	0	0	0
"PP_3132"	0	0	0	0	0
"pntAA"	0	0	0	0	0
"PP_2566"	0	0	0	0	0
"PP_3006"	0	0	0	0	0
"PP_5355"	0	0	0	0	0
"PP_4317"	0	0	0	0	0
"PP_2150"	0	0	0	0	0
"PP_2236"	0	0	0	0	0
"sbp-II"	0	0	0	0	0
"PP_0050"	0	0	0	0	0
"mqsR"	0	0	0	0	0
"PP_2399"	0	0	0	0	0
"PP_5543"	0	0	0	0	0
"nicP-I"	0	0	0	0	0
"PP_5724"	0	0	0	0	0
"PP_5703"	0	0	0	0	0
"mmuP"	0	0	0	0	0
"PP_5468"	0	0	0	0	0
"PP_3956"	0	0	0	0	0
"PP_4607"	0	0	0	0	0
"cysA"	0	0	0	0	0
"ynfL"	0	0	0	0	0
"PP_3696"	0	0	0	0	0
"PP_1399"	0	0	0	0	0
"aceK"	0	0	0	0	0
"PP_4047"	0	0	0	0	0
"mmgF"	0	0	0	0	0
"PP_0386"	0	0	0	0	0
"PP_1093"	0	0	0	0	0
"PP_5520"	0	0	0	0	0
"dacA"	0	0	0	0	0
"PP_3977"	0	0	0	0	0
"PP_4084"	0	0	0	0	0
"PP_2619"	0	0	0	0	0
"PP_2851"	0	0	0	0	0
"PP_3703"	0	0	0	0	0
"metR-I"	0	0	0	0	0
"PP_5209"	0	0	0	0	0
"PP_1154"	0	0	0	0	0
"PP_3618"	0	0	0	0	0
"PP_0768"	0	0	0	0	0
"rsmC"	0	0	0	0	0
"PP_1511"	0	0	0	0	0
"rpoE"	0	0	0	0	0
"PP_4640"	0	0	0	0	0
"PP_2994"	0	0	0	0	0
"ureB"	0	0	0	0	0
"PP_2065"	0	0	0	0	0
"PP_4580"	0	0	0	0	0
"PP_3625"	0	0	0	0	0
"phnE"	0	0	0	0	0
"PP_5668"	0	0	0	0	0
"hcpC-II"	0	0	0	0	0
"PP_1244"	0	0	0	0	0
"PP_3598"	0	0	0	0	0
"PP_0565"	0	0	0	0	0
"PP_3407"	0	0	0	0	0
"PP_0052"	0	0	0	0	0
"PP_2945"	0	0	0	0	0
"PP_2713"	0	0	0	0	0
"PP_0595"	0	0	0	0	0
"PP_0287"	0	0	0	0	0
"yejF"	0	0	0	0	0
"ccoQ-II"	0	0	0	0	0
"PP_2612"	0	0	0	0	0
"ycfH"	0	0	0	0	0
"PP_3644"	0	0	0	0	0
"PP_0015"	0	0	0	0	0
"PP_5639"	0	0	0	0	0
"PP_t13"	0	0	0	0	0
"PP_3916"	0	0	0	0	0
"PP_2268"	0	0	0	0	0
"yadG"	0	0	0	0	0
"PP_2325"	0	0	0	0	0
"gbd"	0	0	0	0	0
"yeaG"	0	0	0	0	0
"PP_2772"	0	0	0	0	0
"PP_2716"	0	0	0	0	0
"ycgR"	0	0	0	0	0
"PP_5497"	0	0	0	0	0
"ilvA-II"	0	0	0	0	0
"PP_0984"	0	0	0	0	0
"rdgB"	0	0	0	0	0
"PP_5154"	0	0	0	0	0
"ccmE"	0	0	0	0	0
"PP_0682"	0	0	0	0	0
"PP_2073"	0	0	0	0	0
"PP_0143"	0	0	0	0	0
"PP_1937"	0	0	0	0	0
"PP_2373"	0	0	0	0	0
"PP_5432"	0	0	0	0	0
"yceJ"	0	0	0	0	0
"PP_4405"	0	0	0	0	0
"PP_mr51"	0	0	0	0	0
"PP_3707"	0	0	0	0	0
"glpD"	0	0	0	0	0
"PP_1393"	0	0	0	0	0
"PP_0760"	0	0	0	0	0
"PP_3155"	0	0	0	0	0
"PP_5277"	0	0	0	0	0
"PP_3617"	0	0	0	0	0
"PP_2280"	0	0	0	0	0
"PP_2978"	0	0	0	0	0
"PP_3127"	0	0	0	0	0
"PP_2970"	0	0	0	0	0
"PP_3081"	0	0	0	0	0
"PP_4132"	0	0	0	0	0
"PP_2776"	0	0	0	0	0
"PP_5607"	0	0	0	0	0
"PP_4887"	0	0	0	0	0
"nicD"	0	0	0	0	0
"PP_3204"	0	0	0	0	0
"PP_3852"	0	0	0	0	0
"PP_4706"	0	0	0	0	0
"PP_1166"	0	0	0	0	0
"PP_0765"	0	0	0	0	0
"PP_3503"	0	0	0	0	0
"PP_4569"	0	0	0	0	0
"PP_2524"	0	0	0	0	0
"PP_3390"	0	0	0	0	0
"PP_mr48"	0	0	0	0	0
"PP_5725"	0	0	0	0	0
"PP_2483"	0	0	0	0	0
"PP_3689"	0	0	0	0	0
"PP_3254"	0	0	0	0	0
"PP_2683"	0	0	0	0	0
"PP_2947"	0	0	0	0	0
"pcs"	0	0	0	0	0
"PP_4041"	0	0	0	0	0
"PP_1685"	0	0	0	0	0
"PP_5392"	0	0	0	0	0
"PP_5555"	0	0	0	0	0
"PP_0779"	0	0	0	0	0
"PP_5610"	0	0	0	0	0
"PP_5700"	0	0	0	0	0
"PP_3964"	0	0	0	0	0
"arsR-II"	0	0	0	0	0
"PP_3317"	0	0	0	0	0
"prc"	0	0	0	0	0
"PP_5523"	0	0	0	0	0
"PP_2274"	0	0	0	0	0
"PP_2553"	0	0	0	0	0
"rnz"	0	0	0	0	0
"PP_1821"	0	0	0	0	0
"PP_1833"	0	0	0	0	0
"nicT"	0	0	0	0	0
"PP_1941"	0	0	0	0	0
"PP_0299"	0	0	0	0	0
"PP_5553"	0	0	0	0	0
"PP_1864"	0	0	0	0	0
"PP_2425"	0	0	0	0	0
"PP_1880"	0	0	0	0	0
"PP_1922"	0	0	0	0	0
"dtd"	0	0	0	0	0
"PP_2504"	0	0	0	0	0
"PP_1124"	0	0	0	0	0
"PP_4363"	0	0	0	0	0
"PP_0906"	0	0	0	0	0
"PP_0681"	0	0	0	0	0
"PP_5734"	0	0	0	0	0
"PP_0918"	0	0	0	0	0
"glpK"	0	0	0	0	0
"PP_5619"	0	0	0	0	0
"PP_2881"	0	0	0	0	0
"PP_5677"	0	0	0	0	0
"oprB-III"	0	0	0	0	0
"PP_1642"	0	0	0	0	0
"evgA"	0	0	0	0	0
"PP_3323"	0	0	0	0	0
"cca"	0	0	0	0	0
"PP_3954"	0	0	0	0	0
"PP_2833"	0	0	0	0	0
"uvrA"	0	0	0	0	0
"dmoA-I"	0	0	0	0	0
"PP_4464"	0	0	0	0	0
"PP_2048"	0	0	0	0	0
"potF-III"	0	0	0	0	0
"PP_3693"	0	0	0	0	0
"PP_mr64"	0	0	0	0	0
"PP_4786"	0	0	0	0	0
"dsbB"	0	0	0	0	0
"PP_0615"	0	0	0	0	0
"PP_4139"	0	0	0	0	0
"PP_mr12"	0	0	0	0	0
"PP_4447"	0	0	0	0	0
"katG"	0	0	0	0	0
"PP_1269"	0	0	0	0	0
"PP_3968"	0	0	0	0	0
"PP_5009"	0	0	0	0	0
"PP_3962"	0	0	0	0	0
"iscS-II"	0	0	0	0	0
"PP_2726"	0	0	0	0	0
"PP_3669"	0	0	0	0	0
"PP_2070"	0	0	0	0	0
"PP_3792"	0	0	0	0	0
"PP_2356"	0	0	0	0	0
"PP_2273"	0	0	0	0	0
"PP_1810"	0	0	0	0	0
"PP_3523"	0	0	0	0	0
"PP_1241"	0	0	0	0	0
"soxD"	0	0	0	0	0
"PP_1307"	0	0	0	0	0
"PP_2350"	0	0	0	0	0
"ssuE"	0	0	0	0	0
"ribC"	0	0	0	0	0
"PP_4406"	0	0	0	0	0
"PP_2712"	0	0	0	0	0
"PP_2374"	0	0	0	0	0
"PP_3039"	0	0	0	0	0
"PP_0536"	0	0	0	0	0
"PP_4070"	0	0	0	0	0
"nhaA-I"	0	0	0	0	0
"PP_5514"	0	0	0	0	0
"PP_3214"	0	0	0	0	0
"PP_0652"	0	0	0	0	0
"PP_3731"	0	0	0	0	0
"PP_4092"	0	0	0	0	0
"PP_5671"	0	0	0	0	0
"tgt"	0	0	0	0	0
"PP_5568"	0	0	0	0	0
"PP_2985"	0	0	0	0	0
"PP_5274"	0	0	0	0	0
"PP_5042"	0	0	0	0	0
"PP_5404"	0	0	0	0	0
"PP_1564"	0	0	0	0	0
"PP_0272"	0	0	0	0	0
"PP_1947"	0	0	0	0	0
"PP_4543"	0	0	0	0	0
"PP_3902"	0	0	0	0	0
"phhA"	0	0	0	0	0
"PP_5374"	0	0	0	0	0
"PP_3983"	0	0	0	0	0
"PP_4979"	0	0	0	0	0
"PP_4445"	0	0	0	0	0
"ahpF"	0	0	0	0	0
"PP_t11"	0	0	0	0	0
"rsmG"	0	0	0	0	0
"PP_4057"	0	0	0	0	0
"PP_3015"	0	0	0	0	0
"PP_1535"	0	0	0	0	0
"PP_2507"	0	0	0	0	0
"PP_5707"	0	0	0	0	0
"ccmD"	0	0	0	0	0
"amaA"	0	0	0	0	0
"PP_5628"	0	0	0	0	0
"PP_1542"	0	0	0	0	0
"codA"	0	0	0	0	0
"PP_5698"	0	0	0	0	0
"PP_5344"	0	0	0	0	0
"PP_0820"	0	0	0	0	0
"PP_3248"	0	0	0	0	0
"PP_4105"	0	0	0	0	0
"ldh"	0	0	0	0	0
"metI"	0	0	0	0	0
"PP_3780"	0	0	0	0	0
"PP_4540"	0	0	0	0	0
"PP_1554"	0	0	0	0	0
"PP_1962"	0	0	0	0	0
"mqsA"	0	0	0	0	0
"metQ"	0	0	0	0	0
"PP_5019"	0	0	0	0	0
"PP_4421"	0	0	0	0	0
"PP_0886"	0	0	0	0	0
"PP_4177"	0	0	0	0	0
"PP_2177"	0	0	0	0	0
"PP_2138"	0	0	0	0	0
"PP_2093"	0	0	0	0	0
"PP_2252"	0	0	0	0	0
"PP_1786"	0	0	0	0	0
"PP_2383"	0	0	0	0	0
"PP_3142"	0	0	0	0	0
"vgrG-II"	0	0	0	0	0
"PP_5718"	0	0	0	0	0
"PP_3774"	0	0	0	0	0
"PP_4413"	0	0	0	0	0
"PP_2988"	0	0	0	0	0
"PP_5241"	0	0	0	0	0
"PP_4242"	0	0	0	0	0
"imm"	0	0	0	0	0
"PP_5694"	0	0	0	0	0
"PP_mr01"	0	0	0	0	0
"PP_2937"	0	0	0	0	0
"PP_3060"	0	0	0	0	0
"PP_0587"	0	0	0	0	0
"PP_4467"	0	0	0	0	0
"PP_0035"	0	0	0	0	0
"crtZ"	0	0	0	0	0
"PP_4748"	0	0	0	0	0
"PP_3430"	0	0	0	0	0
"PP_2783"	0	0	0	0	0
"PP_5483"	0	0	0	0	0
"braD"	0	0	0	0	0
"PP_3362"	0	0	0	0	0
"PP_2787"	0	0	0	0	0
"PP_5519"	0	0	0	0	0
"PP_3297"	0	0	0	0	0
"pctB"	0	0	0	0	0
"PP_0727"	0	0	0	0	0
"PP_1118"	0	0	0	0	0
"PP_2097"	0	0	0	0	0
"PP_2546"	0	0	0	0	0
"PP_3632"	0	0	0	0	0
"PP_0085"	0	0	0	0	0
"PP_5600"	0	0	0	0	0
"colS"	0	0	0	0	0
"PP_5624"	0	0	0	0	0
"pduO"	0	0	0	0	0
"PP_1096"	0	0	0	0	0
"algA"	0	0	0	0	0
"yfbS"	0	0	0	0	0
"ansA"	0	0	0	0	0
"PP_1888"	0	0	0	0	0
"PP_1159"	0	0	0	0	0
"PP_2655"	0	0	0	0	0
"catA-I"	0	0	0	0	0
"ycaO"	0	0	0	0	0
"PP_4668"	0	0	0	0	0
"PP_0105"	0	0	0	0	0
"PP_0716"	0	0	0	0	0
"PP_0020"	0	0	0	0	0
"recO"	0	0	0	0	0
"PP_4096"	0	0	0	0	0
"PP_4553"	0	0	0	0	0
"PP_4743"	0	0	0	0	0
"hmgA"	0	0	0	0	0
"vanA"	0	0	0	0	0
"PP_5654"	0	0	0	0	0
"PP_5596"	0	0	0	0	0
"PP_1518"	0	0	0	0	0
"PP_3657"	0	0	0	0	0
"ethA"	0	0	0	0	0
"PP_2996"	0	0	0	0	0
"PP_1840"	0	0	0	0	0
"PP_0039"	0	0	0	0	0
"PP_2007"	0	0	0	0	0
"PP_5563"	0	0	0	0	0
"PP_0308"	0	0	0	0	0
"metN"	0	0	0	0	0
"PP_1236"	0	0	0	0	0
"PP_2812"	0	0	0	0	0
"PP_4430"	0	0	0	0	0
"ctpL"	0	0	0	0	0
"PP_1539"	0	0	0	0	0
"PP_5580"	0	0	0	0	0
"PP_3434"	0	0	0	0	0
"PP_3622"	0	0	0	0	0
"PP_5365"	0	0	0	0	0
"PP_2661"	0	0	0	0	0
"phnX"	0	0	0	0	0
"PP_1752"	0	0	0	0	0
"PP_mr26"	0	0	0	0	0
"udg"	0	0	0	0	0
"PP_4888"	0	0	0	0	0
"lysA-I"	0	0	0	0	0
"PP_4508"	0	0	0	0	0
"PP_5722"	0	0	0	0	0
"PP_2380"	0	0	0	0	0
"PP_5083"	0	0	0	0	0
"PP_3420"	0	0	0	0	0
"PP_3568"	0	0	0	0	0
"PP_mr41"	0	0	0	0	0
"PP_t47"	0	0	0	0	0
"PP_4867"	0	0	0	0	0
"PP_0170"	0	0	0	0	0
"PP_2505"	0	0	0	0	0
"PP_3398"	0	0	0	0	0
"PP_5737"	0	0	0	0	0
"PP_3158"	0	0	0	0	0
"PP_2814"	0	0	0	0	0
"PP_5589"	0	0	0	0	0
"PP_2995"	0	0	0	0	0
"PP_3451"	0	0	0	0	0
"PP_5495"	0	0	0	0	0
"PP_0523"	0	0	0	0	0
"PP_5513"	0	0	0	0	0
"PP_0738"	0	0	0	0	0
"qor-I"	0	0	0	0	0
"PP_5508"	0	0	0	0	0
"degS"	0	0	0	0	0
"PP_4530"	0	0	0	0	0
"PP_2824"	0	0	0	0	0
"PP_3488"	0	0	0	0	0
"ispA"	0	0	0	0	0
"PP_4409"	0	0	0	0	0
"PP_3004"	0	0	0	0	0
"PP_4535"	0	0	0	0	0
"fsr-II"	0	0	0	0	0
"fdhE"	0	0	0	0	0
"PP_5273"	0	0	0	0	0
"PP_1473"	0	0	0	0	0
"ibpA"	0	0	0	0	0
"PP_3666"	0	0	0	0	0
"benA"	0	0	0	0	0
"clpV"	0	0	0	0	0
"citN"	0	0	0	0	0
"kdpB"	0	0	0	0	0
"PP_4427"	0	0	0	0	0
"PP_5742"	0	0	0	0	0
"PP_2942"	0	0	0	0	0
"PP_3695"	0	0	0	0	0
"PP_5676"	0	0	0	0	0
"peaA"	0	0	0	0	0
"hemD"	0	0	0	0	0
"PP_1178"	0	0	0	0	0
"PP_mr29"	0	0	0	0	0
"PP_5594"	0	0	0	0	0
"PP_3389"	0	0	0	0	0
"kdpE"	0	0	0	0	0
"PP_5421"	0	0	0	0	0
"algF"	0	0	0	0	0
"PP_1806"	0	0	0	0	0
"PP_3498"	0	0	0	0	0
"PP_5395"	0	0	0	0	0
"PP_5711"	0	0	0	0	0
"PP_0141"	0	0	0	0	0
"PP_2502"	0	0	0	0	0
"PP_2703"	0	0	0	0	0
"PP_4604"	0	0	0	0	0
"PP_4624"	0	0	0	0	0
"nudF"	0	0	0	0	0
"PP_3145"	0	0	0	0	0
"PP_1480"	0	0	0	0	0
"PP_3982"	0	0	0	0	0
"PP_mr42"	0	0	0	0	0
"PP_5512"	0	0	0	0	0
"moeA"	0	0	0	0	0
"PP_1887"	0	0	0	0	0
"PP_1538"	0	0	0	0	0
"PP_4415"	0	0	0	0	0
"PP_3597"	0	0	0	0	0
"czcA-II"	0	0	0	0	0
"PP_2956"	0	0	0	0	0
"yfhM"	0	0	0	0	0
"PP_1568"	0	0	0	0	0
"maa"	0	0	0	0	0
"PP_1984"	0	0	0	0	0
"PP_2343"	0	0	0	0	0
"PP_2825"	0	0	0	0	0
"PP_1207"	0	0	0	0	0
"PP_0579"	0	0	0	0	0
"PP_4771"	0	0	0	0	0
"PP_1033"	0	0	0	0	0
"PP_3705"	0	0	0	0	0
"PP_4839"	0	0	0	0	0
"PP_0099"	0	0	0	0	0
"amtB"	0	0	0	0	0
"PP_2398"	0	0	0	0	0
"PP_2284"	0	0	0	0	0
"PP_2068"	0	0	0	0	0
"GbpR"	0	0	0	0	0
"PP_5640"	0	0	0	0	0
"fliS"	0	0	0	0	0
"PP_2275"	0	0	0	0	0
"PP_2485"	0	0	0	0	0
"PP_3046"	0	0	0	0	0
"xdhA"	0	0	0	0	0
"PP_0409"	0	0	0	0	0
"PP_2968"	0	0	0	0	0
"PP_4458"	0	0	0	0	0
"tdcG-III"	0	0	0	0	0
"PP_5541"	0	0	0	0	0
"aldB-II"	0	0	0	0	0
"PP_5686"	0	0	0	0	0
"yhdY"	0	0	0	0	0
